County,State,Hazard Score,Wildfire,Volcano,Tornado,Snowfall,Landslide,Hurricane,Earthquake,Drought,Heatwave,Avalanche,Flood
lincoln county,MT,12,High,None,None,Medium,Low,None,Medium,None,Medium,Low,Low
madison county,MT,11,Low,None,Low,High,Medium,None,Medium,None,Low,None,Low
mccone county,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
meagher county,MT,11,Medium,None,Low,High,Medium,None,Low,None,Low,None,Low
mineral county,MT,11,High,None,None,High,Low,None,Medium,None,Low,None,Low
missoula county,MT,13,High,None,Low,High,Low,None,Medium,None,Low,None,Medium
musselshell county,MT,10,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Low
park county,MT,11,Medium,None,None,High,Medium,None,Medium,None,Low,None,Low
petroleum county,MT,11,Medium,None,Low,Medium,High,None,Low,None,Low,None,Low
phillips county,MT,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
pondera county,MT,9,Low,None,None,Medium,Medium,None,Medium,None,Low,None,Low
powder river county,MT,10,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Low
powell county,MT,12,High,None,Low,High,Low,None,Medium,None,Low,None,Low
prairie county,MT,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
ravalli county,MT,10,High,None,Low,Medium,Low,None,Low,None,Low,None,Low
richland county,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
roosevelt county,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
rosebud county,MT,10,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Low
sanders county,MT,12,High,None,Low,High,Low,None,Medium,None,Low,None,Low
sheridan county,MT,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
silver bow county,MT,9,Medium,None,None,Medium,Low,None,Medium,None,Low,None,Low
stillwater county,MT,13,Medium,None,Low,High,High,None,Low,None,Low,None,Medium
sweet grass county,MT,10,Low,None,Low,High,Medium,None,Low,None,Low,None,Low
teton county,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
toole county,MT,10,Low,None,Low,Medium,Medium,None,Medium,None,Low,None,Low
treasure county,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
valley county,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
wheatland county,MT,11,Low,None,Low,High,High,None,Low,None,Low,None,Low
wibaux county,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
yellowstone county,MT,11,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Medium
alamance county,NC,15,Low,None,Low,Low,High,Medium,Low,None,High,None,High
alexander county,NC,13,Medium,None,Low,Low,High,Low,Low,None,High,None,Low
alleghany county,NC,12,Low,None,Low,Medium,High,None,Low,None,Medium,None,Medium
anson county,NC,15,High,None,Low,Low,Medium,Medium,Low,None,High,None,Medium
ashe county,NC,13,Low,None,None,Medium,High,Low,Low,None,High,None,Medium
avery county,NC,13,Low,None,Low,Medium,High,None,Low,None,High,None,Medium
beaufort county,NC,14,Medium,None,Low,Low,Low,High,Low,None,Medium,None,High
bertie county,NC,14,Low,None,Medium,Low,Low,High,Low,None,Medium,None,High
bladen county,NC,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
brunswick county,NC,15,High,None,Low,Low,Low,High,Low,None,Medium,None,High
buncombe county,NC,14,Low,None,Low,Medium,High,None,Medium,None,High,None,Medium
burke county,NC,12,Low,None,Low,Low,High,Medium,Low,None,Low,None,Medium
cabarrus county,NC,17,Low,None,Medium,Low,High,High,Low,None,High,None,High
caldwell county,NC,14,Low,None,Low,Low,High,Medium,Low,None,High,None,Medium
camden county,NC,15,Low,None,Medium,Low,Low,High,Low,None,High,None,High
carteret county,NC,16,High,None,High,Low,Low,High,Low,None,Low,None,High
caswell county,NC,12,Low,None,Low,Low,High,Low,Low,None,Medium,None,Medium
catawba county,NC,15,Low,None,Medium,Low,High,Medium,Low,None,High,None,Medium
chatham county,NC,13,Medium,None,Low,Low,Medium,Medium,Low,None,High,None,Low
cherokee county,NC,11,Low,None,Low,Low,High,None,Medium,None,Low,None,Medium
chowan county,NC,15,Low,None,High,Low,Low,High,Low,None,Medium,None,High
clay county,NC,10,Low,None,Low,Low,High,None,Medium,None,Low,None,Low
cleveland county,NC,16,Medium,None,Medium,Low,High,Medium,Low,None,High,None,Medium
columbus county,NC,16,High,None,Medium,Low,Low,High,Low,None,High,None,Medium
craven county,NC,16,High,None,Medium,Low,Low,High,Low,None,Medium,None,High
cumberland county,NC,15,High,None,Medium,Low,Low,High,Low,None,Low,None,High
currituck county,NC,12,Low,None,Low,Low,Low,High,Low,None,Low,None,High
dare county,NC,16,High,None,Medium,Low,Low,High,Low,None,Medium,None,High
davidson county,NC,14,Low,None,Low,Low,High,Medium,Low,None,High,None,Medium
davie county,NC,13,Low,None,Low,Low,High,Medium,Low,None,High,None,Low
duplin county,NC,12,Low,None,Medium,Low,Low,High,Low,None,Medium,None,Low
durham county,NC,16,Low,None,Medium,Low,Medium,High,Low,None,High,None,High
edgecombe county,NC,13,Low,None,Low,Low,Low,Medium,Low,None,High,None,High
forsyth county,NC,16,Low,None,High,Low,High,Medium,Low,None,High,None,Medium
franklin county,NC,13,Medium,None,Low,Low,Low,High,Low,None,Medium,None,Medium
gaston county,NC,16,Low,None,Medium,Low,High,Medium,Low,None,High,None,High
gates county,NC,14,Low,None,Medium,Low,Low,High,Low,None,Medium,None,High
graham county,NC,11,Low,None,Low,Low,High,Low,Medium,None,Low,None,Low
granville county,NC,13,Low,None,Low,Low,Medium,Medium,Low,None,High,None,Medium
greene county,NC,14,Low,None,High,Low,Low,High,Low,None,Low,None,High
guilford county,NC,16,Low,None,Medium,Low,High,Medium,Low,None,High,None,High
halifax county,NC,12,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,High
harnett county,NC,16,High,None,Medium,Low,Low,Medium,Low,None,High,None,High
haywood county,NC,13,Low,None,Low,Low,High,None,Medium,None,High,None,Medium
henderson county,NC,14,Low,None,Low,Low,High,None,Medium,None,High,None,High
hertford county,NC,14,Low,None,Medium,Low,Low,High,Low,None,Medium,None,High
hoke county,NC,15,High,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
hyde county,NC,14,Medium,None,Medium,Low,Low,High,Low,None,Low,None,High
iredell county,NC,14,Low,None,Medium,Low,High,Low,Low,None,High,None,Medium
jackson county,NC,13,Low,None,Low,Low,High,Low,Medium,None,Medium,None,Medium
johnston county,NC,14,Low,None,Low,Low,Low,High,Low,None,High,None,High
jones county,NC,14,High,None,Medium,Low,Low,High,Low,None,Low,None,Medium
lee county,NC,15,High,None,Low,Low,Medium,Medium,Low,None,High,None,Medium
lenoir county,NC,16,Low,None,High,Low,Low,High,Low,None,High,None,High
lincoln county,NC,16,Medium,None,High,Low,High,Medium,Low,None,Medium,None,Medium
macon county,NC,13,Low,None,Low,Low,High,Low,Medium,None,Medium,None,Medium
madison county,NC,12,Low,None,Low,Medium,High,None,Medium,None,Low,None,Medium
martin county,NC,13,Low,None,Medium,Low,Low,High,Low,None,Low,None,High
mcdowell county,NC,13,Low,None,Low,Medium,High,None,Low,None,High,None,Medium
mecklenburg county,NC,13,Low,None,Medium,Low,High,Medium,Low,None,Medium,None,Low
mitchell county,NC,12,Low,None,None,Medium,High,None,Medium,None,Medium,None,Medium
montgomery county,NC,12,High,None,Low,Low,Medium,Medium,Low,None,Low,None,Low
moore county,NC,13,High,None,Low,Low,Medium,Medium,Low,None,Low,None,Medium
nash county,NC,14,Low,None,Medium,Low,Low,Medium,Low,None,High,None,High
new hanover county,NC,16,Medium,None,High,Low,Low,High,Low,None,Medium,None,High
northampton county,NC,13,Low,None,Medium,Low,Low,Medium,Low,None,Medium,None,High
onslow county,NC,17,High,None,High,Low,Low,High,Low,None,Medium,None,High
orange county,NC,13,Low,None,Low,Low,High,Medium,Low,None,Medium,None,Medium
pamlico county,NC,15,High,None,Medium,Low,Low,High,Low,None,Low,None,High
pasquotank county,NC,13,Low,None,Medium,Low,Low,High,Low,None,Low,None,High
pender county,NC,16,High,None,Medium,Low,Low,High,Low,None,Medium,None,High
perquimans county,NC,13,Low,None,Medium,Low,Low,High,Low,None,Low,None,High
person county,NC,13,Low,None,Low,Low,High,Medium,Low,None,High,None,Low
pitt county,NC,15,Low,None,Medium,Low,Low,High,Low,None,High,None,High
polk county,NC,10,Low,None,None,Low,High,None,Medium,None,Low,None,Medium
randolph county,NC,13,Low,None,Low,Low,High,Medium,Low,None,Medium,None,Medium
richmond county,NC,13,High,None,Low,Low,Medium,Medium,Low,None,Low,None,Medium
robeson county,NC,14,Low,None,Medium,Low,Low,Medium,Low,None,High,None,High
rockingham county,NC,12,Low,None,Low,Low,High,Medium,Low,None,Low,None,Medium
rowan county,NC,13,Low,None,Low,Low,High,Medium,Low,None,Medium,None,Medium
rutherford county,NC,11,Low,None,Low,Low,High,None,Low,None,High,None,Low
sampson county,NC,13,Low,None,Low,Low,Low,High,Low,None,High,None,Medium
scotland county,NC,15,High,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
stanly county,NC,15,Low,None,Medium,Low,High,Medium,Low,None,High,None,Medium
stokes county,NC,13,Low,None,Low,Low,High,Medium,Low,None,High,None,Low
surry county,NC,11,Low,None,Low,Low,High,Low,Low,None,Low,None,Medium
swain county,NC,13,Low,None,None,Low,High,Low,Medium,None,High,None,Medium
transylvania county,NC,14,Low,None,Low,Low,High,Low,Medium,None,High,None,Medium
tyrrell county,NC,13,Medium,None,Low,Low,Low,High,Low,None,Low,None,High
union county,NC,12,Low,None,Medium,Low,Medium,Medium,Low,None,Low,None,Medium
vance county,NC,12,Low,None,Low,Low,Medium,Medium,Low,None,High,None,Low
wake county,NC,15,Low,None,Medium,Low,Medium,Medium,Low,None,High,None,High
warren county,NC,10,Medium,None,Low,Low,Low,Medium,Low,None,Low,None,Low
washington county,NC,11,Low,None,Low,Low,Low,Medium,Low,None,Low,None,High
watauga county,NC,15,Low,None,Low,Medium,High,Medium,Low,None,High,None,Medium
wayne county,NC,14,Low,None,Medium,Low,Low,High,Low,None,Medium,None,High
wilkes county,NC,13,Low,None,Low,Low,High,Low,Low,None,High,None,Medium
wilson county,NC,15,Low,None,Medium,Low,Low,High,Low,None,High,None,High
yadkin county,NC,12,Low,None,Medium,Low,High,None,Low,None,High,None,Low
yancey county,NC,14,Low,None,Low,Medium,High,None,Medium,None,High,None,Medium
adams county,ND,11,Low,None,Low,Medium,High,None,Low,None,Medium,None,Low
barnes county,ND,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
benson county,ND,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
billings county,ND,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
bottineau county,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
bowman county,ND,10,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Medium
burke county,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
burleigh county,ND,11,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Medium
cass county,ND,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
cavalier county,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
dickey county,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
divide county,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
dunn county,ND,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
eddy county,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
emmons county,ND,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
foster county,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
golden valley county,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
grand forks county,ND,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
grant county,ND,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
griggs county,ND,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
hettinger county,ND,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
kidder county,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
lamoure county,ND,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
logan county,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
mchenry county,ND,10,Low,None,Low,Medium,Low,None,Low,None,Low,None,High
mcintosh county,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
mckenzie county,ND,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
mclean county,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
mercer county,ND,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
morton county,ND,10,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Medium
mountrail county,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
nelson county,ND,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
oliver county,ND,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
pembina county,ND,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
pierce county,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
ramsey county,ND,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
ransom county,ND,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
renville county,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
richland county,ND,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
rolette county,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
sargent county,ND,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
sheridan county,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
sioux county,ND,10,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Low
slope county,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
stark county,ND,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
steele county,ND,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
stutsman county,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
towner county,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
traill county,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
walsh county,ND,9,Low,None,Low,Medium,Low,None,Low,None,Low,None,Medium
ward county,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
wells county,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
williams county,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
adams county,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
antelope county,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
arthur county,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
banner county,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
blaine county,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
boone county,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
box butte county,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
boyd county,NE,11,Low,None,Low,Medium,High,None,Low,None,Medium,None,Low
brown county,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
buffalo county,NE,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
burt county,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
butler county,NE,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
cass county,NE,11,Low,None,High,Medium,Low,None,Low,None,Low,None,Medium
cedar county,NE,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
chase county,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
cherry county,NE,9,Medium,None,Low,Medium,Low,None,Low,None,Low,None,Low
cheyenne county,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
clay county,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
colfax county,NE,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
cuming county,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
custer county,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
dakota county,NE,11,Low,None,Low,Medium,Low,None,Low,None,Medium,None,High
dawes county,NE,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
dawson county,NE,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
deuel county,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
dixon county,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
dodge county,NE,12,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,High
douglas county,NE,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
dundy county,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
fillmore county,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
franklin county,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
frontier county,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
furnas county,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
gage county,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
garden county,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
garfield county,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
gosper county,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
grant county,NE,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
greeley county,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
hall county,NE,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
hamilton county,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
harlan county,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
hayes county,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
hitchcock county,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
holt county,NE,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
hooker county,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
howard county,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
jefferson county,NE,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
johnson county,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
kearney county,NE,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
keith county,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
keya paha county,NE,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
kimball county,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
knox county,NE,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
lancaster county,NE,12,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,High
lincoln county,NE,12,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,High
logan county,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
loup county,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
madison county,NE,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
mcpherson county,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
merrick county,NE,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
morrill county,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
nance county,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
nemaha county,NE,13,Low,None,High,Medium,Medium,None,Low,None,High,None,Low
nuckolls county,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
otoe county,NE,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
pawnee county,NE,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
perkins county,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
phelps county,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
pierce county,NE,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
platte county,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
polk county,NE,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
red willow county,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
richardson county,NE,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
rock county,NE,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
saline county,NE,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
sarpy county,NE,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
saunders county,NE,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
scotts bluff county,NE,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
seward county,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
sheridan county,NE,9,Medium,None,Low,Medium,Low,None,Low,None,Low,None,Low
sherman county,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
sioux county,NE,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
stanton county,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
thayer county,NE,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
thomas county,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
thurston county,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
valley county,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
washington county,NE,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
wayne county,NE,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
webster county,NE,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
wheeler county,NE,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
york county,NE,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
belknap county,NH,13,Low,None,Low,High,Medium,Medium,Medium,None,Low,None,Low
carroll county,NH,14,Low,None,Low,High,Medium,Medium,Medium,None,Low,None,Medium
cheshire county,NH,15,Low,None,Low,High,Medium,Medium,Medium,None,Low,None,High
coos county,NH,12,Low,None,Low,High,Medium,Low,Low,None,Low,None,Medium
grafton county,NH,13,Low,None,Low,High,Medium,Low,Medium,None,Low,None,Medium
hillsborough county,NH,15,Low,None,Medium,High,Low,Medium,Medium,None,Low,None,High
merrimack county,NH,14,Low,None,Low,High,Low,Medium,Medium,None,Low,None,High
rockingham county,NH,14,Low,None,Low,High,Low,Medium,Medium,None,Low,None,High
strafford county,NH,15,Low,None,Low,High,Medium,High,Medium,None,Low,None,Medium
sullivan county,NH,14,Low,None,Low,High,Medium,Medium,Medium,None,Low,None,Medium
atlantic county,NJ,14,High,None,Low,Medium,Low,Medium,Low,None,Medium,None,Medium
bergen county,NJ,15,Low,None,Medium,Medium,Medium,Medium,Medium,None,Low,None,High
burlington county,NJ,13,High,None,Low,Medium,Low,Medium,Low,None,Medium,None,Low
camden county,NJ,16,Low,None,Medium,Medium,Low,High,Low,None,High,None,High
cape may county,NJ,13,High,None,Low,Medium,Low,High,Low,None,Low,None,Low
cumberland county,NJ,11,Medium,None,Low,Medium,Low,Medium,Low,None,Low,None,Low
essex county,NJ,13,Low,None,Low,Medium,Low,Medium,Medium,None,Low,None,High
gloucester county,NJ,15,Low,None,Low,Medium,Medium,Medium,Low,None,High,None,High
hudson county,NJ,14,Low,None,Low,Medium,Low,Medium,Medium,None,Medium,None,High
hunterdon county,NJ,11,Low,None,Low,Medium,Low,Low,Low,None,Low,None,High
mercer county,NJ,12,Low,None,Medium,Medium,Low,Medium,Low,None,Low,None,Medium
middlesex county,NJ,13,Low,None,Medium,Medium,Low,Medium,Low,None,Low,None,High
monmouth county,NJ,13,Low,None,Low,Medium,Low,Medium,Low,None,Medium,None,High
morris county,NJ,11,Low,None,Low,Medium,Medium,Low,Low,None,Low,None,Medium
ocean county,NJ,15,High,None,Low,Medium,Low,Medium,Low,None,Medium,None,High
passaic county,NJ,14,Low,None,Low,Medium,Medium,Medium,Medium,None,Low,None,High
salem county,NJ,10,Low,None,Low,Medium,Low,Low,Low,None,Medium,None,Low
somerset county,NJ,13,Low,None,Low,Medium,Medium,Medium,Low,None,Low,None,High
sussex county,NJ,11,Low,None,Low,Medium,Medium,Low,Low,None,Low,None,Medium
union county,NJ,15,Low,None,High,Medium,Low,Medium,Medium,None,Low,None,High
warren county,NJ,12,Low,None,Low,Medium,Low,Medium,Low,None,Low,None,High
bernalillo county,NM,13,Medium,None,Low,Medium,Low,None,Medium,None,High,None,Medium
catron county,NM,13,High,None,None,Medium,Low,Low,Low,Low,High,None,Low
chaves county,NM,11,Medium,None,Low,Medium,Low,None,Low,None,High,None,Low
cibola county,NM,15,Medium,Medium,Low,Medium,Medium,None,Low,Low,High,None,Low
colfax county,NM,11,Medium,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
curry county,NM,11,Medium,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
de baca county,NM,12,High,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
dona ana county,NM,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
eddy county,NM,7,Low,None,Low,Low,Low,None,Low,None,Low,None,Low
grant county,NM,11,High,None,Low,Low,Low,None,Low,Low,Medium,None,Low
guadalupe county,NM,11,Low,None,Low,Medium,Medium,None,Low,None,High,None,Low
harding county,NM,10,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Low
hidalgo county,NM,10,Low,None,Low,Low,Low,None,Low,Low,High,None,Low
lea county,NM,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
lincoln county,NM,12,Medium,Medium,Low,Medium,Low,None,Low,None,Medium,None,Low
los alamos county,NM,12,High,None,None,Medium,Low,None,Medium,None,High,None,Low
luna county,NM,10,Low,None,Low,Low,Low,None,Low,Low,High,None,Low
mckinley county,NM,12,Medium,None,None,Medium,Medium,None,Low,Low,High,None,Low
mora county,NM,12,Medium,None,Low,Medium,Medium,None,Low,None,High,None,Low
otero county,NM,8,Medium,None,Low,Low,Low,None,Low,None,Low,None,Low
quay county,NM,12,High,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
rio arriba county,NM,13,High,None,Low,Medium,Medium,None,Low,None,High,None,Low
roosevelt county,NM,10,High,None,Low,Low,Medium,None,Low,None,Low,None,Low
san juan county,NM,11,Low,None,Low,Medium,Medium,None,Low,None,High,None,Low
san miguel county,NM,13,High,None,Low,Medium,Medium,None,Low,None,High,None,Low
sandoval county,NM,14,Medium,Medium,Low,Medium,Medium,None,Low,None,High,None,Low
santa fe county,NM,12,High,None,Low,Medium,Low,None,Medium,None,Medium,None,Low
sierra county,NM,10,Medium,None,Low,Low,Low,None,Low,None,High,None,Low
socorro county,NM,13,Medium,None,Low,Low,Medium,None,Medium,Low,High,None,Low
taos county,NM,12,Medium,None,None,High,Low,None,Medium,None,High,None,Low
torrance county,NM,11,Low,None,Low,Medium,Medium,None,Low,None,High,None,Low
union county,NM,10,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Low
valencia county,NM,12,Low,None,Low,Medium,Low,None,Medium,None,High,None,Medium
carson city,NV,18,High,None,Low,Medium,Low,None,High,Medium,High,None,High
churchill county,NV,15,Medium,Medium,Low,Medium,Low,None,Medium,Low,High,None,Low
clark county,NV,10,Medium,None,Low,Low,Low,None,Medium,None,Low,None,Medium
douglas county,NV,17,High,None,None,High,Low,None,High,Medium,Medium,None,High
